별점,리뷰 내용,날짜
별표 5개,최고. 맛있는 파이. 다정한 사장님. 따뜻한 공간.,7년 전
별표 4개,맛있지만 매장관리가 잘 안되는 느낌..?,4년 전
별표 5개,연대생들의 아지트 파이홀! 맛은 있지만 가격이 비싼 편이에요,5년 전
별표 5개,넘나 맛있어요~ 맛이 다한 곳!,4년 전
별표 5개,라임 머랭 + 호박 파이,5년 전
별표 5개,"디저트가 정말 맛있는 곳
사람이 너무 많아졌다...",4년 전
별표 5개,개맛있습니다 ㅠㅠㅠ,6년 전
별표 4개,"말차크림라떼, 각종 파이나 베이커리가 맛있는집",3년 전
별표 5개,아기자기 하게 분위기 맛 좋아요,2년 전
별표 4개,맛있는데 가격이 비싸고 가게가 조금 좁음,3년 전
별표 3개,색색의 파이가 예뻐요. 선물하기 좋았어요.,5년 전
별표 5개,호박파이 짱짱맨,6년 전
별표 4개,"달달하고 예쁜 파이들, 부족한 자리와 물음표가 나오는 가격",5년 전
별표 3개,전반적으로 디저트가 달았지만 나쁘지 않았습니다,5년 전
별표 5개,파이홀 파이가 최고!!,5년 전
별표 5개,신촌하면 파이홀! 다양한 파이가 준비되어 있고 그 중에서도 오레오말차가나슈와 루바브라즈베리파이가 강려크 추천입니다 라즈베리파이에 아이스크림 올려 드시는거 잊지마시고요,6년 전
별표 5개,파 이 홀 최 고,4년 전
별표 3개,생각보다는 그닥. 그래도 분위기는 좋아요,4년 전
별표 5개,직원들도 쾌활하고 파이도 맛있습니다! 강추!,6년 전
별표 5개,"얼그레이가나슈파이, 말차오레오파이가 정말 맛있음",6년 전
별표 4개,이사하고 더 분위기 좋아졌어요~^^,7년 전
별표 5개,파이가 맛있고 친절한 주인,8년 전
별표 5개,키슈가 기가 막힙니다. 눈 떠보니 사라짐.,4년 전
별표 5개,여기 얼그레이가나슈파이...두번드세요ㅠㅠㅠ세번드세요ㅠㅠㅠㅠㅠㅜ존맛탱ㅠㅠㅠㅠ,5년 전
별표 5개,맛있는 파이랑 분위기 짱 좋음,5년 전
별표 4개,항상 사람이 많아요.,2년 전
별표 3개,자리 좀 이층으로 늘렸으면....ㅠ,5년 전
별표 5개,항상 느낌이 좋은 가게,4년 전
별표 4개,파이가 정말 맛있었습니다.,5년 전
별표 5개,파이가 너무 맛있어!,4년 전
별표 5개,파이가 맛있어요,6년 전
별표 4개,"시끌벅쩍, 아기자기, 맛있는 아메리카노",6년 전
별표 5개,맛있어요!,3년 전
별표 2개,그냥 그래요,5년 전
별표 5개,맛있는 파이 굿!!,4년 전
별표 3개,파이 엄청 많음,2년 전
별표 5개,맛남,4년 전
별표 1개,너무 비쌈,5년 전
별표 4개,맛있음,4년 전
별표 5개,아주 맛남,3년 전
별표 5개,파이 맛있음,5년 전
별표 5개,"훌륭한 파이와 디저트! 나는 사과 파이와 살구 스콘을 샀다. 사과파이는 달달한 맛이 나서 퍽퍽한 느낌이 없었어요. 파이의 빵 껍질은 신성했습니다! 발림성이 좋고 촉촉하고 좋습니다. 살구 스콘도 맛있었는데 살구잼이 좀 달달한 느낌이 들었어요. 스콘은 밀도가 좋았습니다.

내 친구는 말차 쿠키와 초콜렛 바닐라 케이크 위에 무화과를 얹었습니다. 생각보다 케이크가 가벼웠고, 초코맛도 좋았어요. 말차쿠키는 조금 무거웠지만 말차맛이 좋았어요.

그 곳은 따뜻하고 아늑한 분위기를 갖고 있었습니다. 확실히 돌아올 것입니다!",1달 전
별표 5개,놀라운 장소. 나는 항상 여기에 온다. 파이 맛은 독특하고 정기적으로 교체됩니다. 좌석이 많습니다. 엄청나게 귀여운 인테리어.,4주 전
별표 4개,"정말 귀여운 곳. 아주 멋지게 장식되어 있습니다.  파이는 괜찮았고, 빵 껍질은 제 입맛에는 좀 딱딱했어요. 저는 미국 출신이고 집에서 베이킹을 많이 하기 때문에 파이에 대한 제 기준이 꽤 높습니다.",9달 전
별표 5개,매우 따뜻하고 환영받는 인테리어를 갖춘 가장 귀여운 작은 카페. 2층은 1층보다 더 넓고 아기자기해요. 나는 사과 크럼블 파이와 타이 라임 티를 샀다. 파이는 너무 달지 않았고 따뜻하게 데워주었습니다. 태국 라임티는 시큼하면서도 상큼했어요.,6달 전
별표 5개,"장소는 귀엽고, 파이는 맛있고, 음료는 상쾌합니다. 내 책에 나오는 완벽한 카페입니다. 꽤 인기 있는 곳이라 사람이 꽤 붐빈다. 그런데 알고 보니 2층도 있으니 작은 외관은 걱정하지 마세요.",1년 전
별표 5개,"놀라운 파이가있는 귀여운 가게입니다.

나는 오레오 말차 파이를 먹었고 친구는 메이플 피칸 파이를 먹었습니다. 둘 다 정말 좋습니다. 다양한 파이를 먹을 수 있습니다.

두 가지 이야기가 있습니다. 앤틱하고 귀여운 농가 분위기. 꽤 캐주얼합니다. 평일인데도 친구들이 많았어요.",1년 전
별표 5개,"Pie Hole은 정말 놀라웠습니다. 파이는 정말 맛있고 음료도 너무 예뻤습니다. 친구들과 나는 귀여운 빈티지 그림, 요리책, 인형들 사이에 앉아 저녁을 즐겼습니다.",2년 전
별표 5개,"훌륭한 파이 선택. 피칸 파이, 호박 파이, 초콜릿 민트 파이를 먹었습니다. 제가 제일 좋아하는 피칸인데 이건 좀 딱딱하고 쫄깃했어요. 미국으로 돌아가는 것과는 다릅니다. 호박파이는 생각보다 괜찮았어요. 민트 파이는 정말 훌륭했습니다. 그것은 잠자는 히트작이었고 우리 모두 그것을 좋아했습니다.",1달 전
별표 5개,"+: 피스타치오 파이(6900원)는 진짜 피스타치오 맛이 나고 맛이 좋습니다. 바나나 치즈 파이(6900원)는 맛있고, 두 파이 모두 조금 덜 달 수도 있지만 전반적으로 훌륭한 파이입니다.

장소는 꽤 인기가 있으므로 일찍 오십시오. 그렇지 않으면 일부 파이가 매진될 수 있습니다.",1년 전
별표 5개,나는 그들의 케이크와 쿠키를 좋아합니다. 시도해 보시고 마음에 드실 겁니다. 카페는 대학과 레스토랑 근처에 있습니다. 파이를 즐기며 친구들과 어울려 놀 수도 있습니다.,1년 전
별표 5개,"반년 전에 한 번 왔는데, 정말 감동받았어요. 파이는 매우 전통적이지만, 이번에는 조금 변한 것 같아요. 여전히 맛있지만, 빵 껍질은 개인 취향에 따라 다릅니다.
가격은 조금 더 비싸고, 조각이 더 작은 것 같습니다.",1년 전
별표 5개,매우 맛있습니다. 대기열에는 이유가 있습니다!,3주 전
별표 4개,"평균 6000원 정도에 괜찮은 파이부터 훌륭한 파이까지 맛볼 수 있는 아늑한 작은 장소입니다. 내부에 앉으려면 각 고객이 직접 주문을 해야 합니다.

저는 반품 고객이고 여기에 두 번 왔습니다. 아마도 세 번째로 돌아올 것 같습니다. 아마도 제가 드릴 수 있는 최고의 칭찬일 것입니다.",6년 전
별표 5개,"사진을 찍기 전에 매장 직원에게 물어보는 습관을 들이시면 더욱 친절한 서비스를 받으실 수 있습니다! 환경도 좋고, 음료도 맛있고, 디저트도 다 파이인 작은 카페에요",6년 전
별표 5개,"무작위로 들러서 구매에 매우 만족했습니다. 카라멜 마카다미아 파이와 스콘, 에그타르트를 테이크아웃으로 주문했어요.  모두 내 기대를 뛰어넘었고 가격은 공정했습니다. 맛있는 페이스트리를 먹으러 꼭 다시 갈 거예요. 추천하다",7달 전
별표 4개,그것을 발견했을 때 나는 그것을 좋아했습니다. 케이크는 수제이고 매우 맛있습니다. 빠르고 친절한 서비스와 숙소는 매우 귀엽게 장식되어 있습니다.,10달 전
별표 5개,나는 처음부터 이곳을 좋아한다. 맛있는 파이와 음료... 친절하고 아름다운 직원... 모든 것이 나에게 완벽합니다.,2년 전
별표 5개,좋은 파이가 있는 귀여운 곳! 키 라임을 받았는데 정말 맛있었어요.,1년 전
별표 4개,"가게는 좁지만, 여기 파이는 맛있고 맛있습니다! 그냥 맛있는 😍😍
장소는 신촌 역의 현대 백화점 옆 공원 주위의 가게 중 하나입니다.…",2년 전
별표 5개,작년 여름에 여기서 먹었던 초콜렛 얼그레이 파이가 아직도 꿈에 나온다는 말은 100% 진심이에요😭,1달 전
별표 5개,"저희는 오후 6~7시쯤 친구랑 갔는데 다행히 자리가 있었어요!  한국의 많은 카페와는 달리 주문한 테이블에서 바로 서비스를 제공합니다. 정말 멋지군요! 단, 모든 내용이 한국어로 되어 있어 최소한 읽을 수는 있어야 합니다. 진짜 딸기가 들어간 딸기녹차를 마셨어요. 꽤 달콤하지만 아주 좋습니다. 내 친구는 커피와 피칸 파이를 먹었고 그것을 먹었습니다. 커피는 매우 좋았던 것 같습니다. 요컨대, 나는 케이크를 먹으러 다시 갈 것입니다!",4년 전
별표 5개,"놀라운 파이, 차가운 분위기. 카페라떼는 파이와 잘 어울리는 음료였어요. 사람이 너무 많아서 테이블이 나올 때까지 5~10분 정도 기다려야 할 수도 있습니다.",3년 전
별표 1개,"다른 사람들은 파이를 좋아하는 것 같습니다. 저는 문자 그대로 전문적으로 만든 최악의 블루베리 파이를 먹었습니다.  냉동 블루베리, 파이 바닥에 탄 껍질처럼 거의 단단한 카라멜이 있는 말린 블루베리. 포크로 깨뜨려도 딱딱한 껍질.... 보기만 해도 귀여울 뿐입니다.  그리고 그들은 묽은 커피를 마십니다. 어쩌면 라떼가 더 나을 수도 있어요.",5년 전
별표 5개,내 친구와 함께 여기에 갔는데... 품질이 좋은 파이와 커피가 맛있어요. 위층 식사 공간은 매우 귀엽고 쾌적한 분위기를 제공했습니다. 꼭 들러보시길 추천합니다.,7달 전
별표 5개,"맛있고 절묘한 파이 조각과 좋은 커피를 마시며 친구, 파트너와 함께 이야기하고, 명상하고, 독서를 하며 즐거운 시간을 보낼 수 있는 아름다운 장소입니다.",1년 전
별표 4개,"얼그레이 케이크도 맛있었고, 인테리어도 좋았어요. 그러나 음료수는 IMO의 가격이 너무 비싸서 불행히도 정말 시끄러웠습니다.",5년 전
별표 5개,"분위기도 좋고, 커피도 더 맛있습니다. 페이스트리도 정말 훌륭해요! 신촌에 계시다면 적극 추천합니다.",5년 전
별표 4개,"항상 사람들로 가득한 귀여운 작은 장소!
원하는 맛이 안났어요(얼그레이 주세요!) 브라우니랑 녹차맛은 그냥 괜찮았어요",5년 전
별표 2개,"불행하게도 파이는 보기에만 좋아 보이지만 맛은 좋지 않습니다. 테이블 내부와 벽은 깨끗하지 않으며 일부 장소에는 바닥에 쓰레기가 깔려 있습니다.
내가 그곳에 있는 동안 2시간 동안 테이블을 청소하는 사람을 본 적이 없습니다.
파이도 비싸요. 그리고 카우보이 음악이 항상 흘러나오고 있습니다.",1년 전
별표 5개,"초코파이는 정말 맛있었어요. 반죽이 집에서 만든 것 같은 느낌이 전혀 들지 않습니다. 그렇지 않으면 커피가 좋았습니다. 가격은 지역에 비해 괜찮습니다. 분위기가 너무 맘에 들고 직원들도 친절했어요.

다음에는 다른 파이도 먹어보고 싶어요. 블루베리가 맛있어 보이네요.",1년 전
별표 3개,커피는 평범하고 파이는 맛이 좋지만 껍질이 벗겨지는 것이 마음에 들지 않았습니다. 휴식을 취하고 디저트를 먹고 싶다면 전반적으로 좋습니다. 2층에 좌석이 더 많아요.,1년 전
별표 4개,가격도 저렴하고 다양한 케이크와 페이스트리를 맛볼 수 있는 카페. 좀 더 넓은 곳으로 이사했는데도 늘 사람이 많다.,5년 전
별표 2개,"평점과 사진을 보고 들어왔습니다..

불행하게도 우리가 가지고 있는 물건은 모두 겉모습만 있고 실체가 없었습니다. 그들이 파이에 사용하는 빵 껍질은 잘 어울리지 않거나 속을 담지 못합니다. 레몬 머랭 커스터드는 마치 계란을 얹은 듯한 묽은 느낌이 입안에 맴돌았습니다. 머랭 토핑도 너무 달지 않고 잘 되어 있었어요.

미시시피 초콜릿 머드 케이크는 더 좋지 않았습니다. 냉동된 것을 즉시 맛볼 수 있었고 확실히 파이에 영향을 미쳤습니다. 위에 있는 크림은 초콜릿 부분을 보완하기 위해 맛을 냈어야 했습니다. 초콜릿 무스와 페이스트리는 냉동으로 인해 심각한 영향을 받았습니다. 결과적으로 파이 전체가 무너졌습니다. 커피는 7-11을 연상케했습니다. 따라잡을 만한 인스타그램 외관이 없다면 가격 대비 가치가 낮습니다.

마지막으로 위에 있는 🍒는 얼음맛이 나지 않았습니다.",1년 전
별표 5개,"(1)추천 메뉴 : 얼그레이 가나슈 파이, 얼그레이 초코 스콘

(2)맛 : 얼그레이 크림과 가나슈의 조합이 좋습니다. 스콘에는 얼그레이 잼이 곁들여져 맛이 좋습니다.

(3)분위기 : 소품이 많아 빈티지한 느낌이 납니다.",1년 전
별표 5개,"메이플 피칸 7/10
초콜릿 피칸 5/10",1년 전
별표 3개,"피칸 파이는 씹기가 꽤 힘들었습니다. 파이는 제공되기 전에 가열되지 않습니다.

음식 외에 커피는 꽤 괜찮았습니다. 분위기는 여기에 오는 주요 구속 요소입니다. 이 곳은 아늑한 집의 분위기를 가지고 있습니다.",5년 전
별표 4개,"좋은 파이, 수다스러운 분위기.",2년 전
별표 4개,신촌에서 10년정도 된 파이 디저트 카페. 이전하기 전에는 훨씬 작은 카페였습니다. 다양한 파이를 구입할 수 있습니다(파이 전체를 구입하려면 예약해야 함). 그들은 또한 그들이 발명한 특별한 차를 가지고 있습니다. 파이홀은 보통 사람이 너무 많아서 자리가 없을 수도 있어요. 그러나 여기에 가보지 않았다면 기다릴 가치가 있습니다.,6년 전
별표 4개,"좋은 파이와 가격. 노트북으로 작업하기에는 나쁜 장소입니다.

파이와 커피를 즐길 수 있는 곳을 찾고 있다면 이곳이 완벽한 곳입니다. 자두나무는 터무니없지 않으며 겨울에 환기를 하지 않을 때 분위기는 완벽하게 편안합니다.

노트북으로 작업하려는 경우 콘센트가 있는 좌석이 몇 개밖에 없고 Wi-Fi도 기껏해야 불확실합니다.",8년 전
별표 5개,맛있는 수제 파이가 있는 귀여운 카페!!!,6달 전
별표 5개,너무 귀여운 카페!!!!,1년 전
별표 4개,나는 베리 파이를 그다지 좋아하지 않았지만 내 친구는 좋아했습니다. 저는 얼그레이 색상이 더 마음에 들었어요. 둘 다 꽤 달콤합니다.,5년 전
별표 5개,파이가 좋고 주변 환경을 좋아합니다. 얼 그레이 가나슈와 피스타치오 치즈 파이를 먹었는데 둘 다 맛있습니다.,5년 전
별표 3개,파이 홀(Pie Hole)은 매우 붐비고 제가 방문했을 때 모든 것이 거의 다 떨어졌습니다.  그날 일찍 돌아가면 리뷰를 업데이트하겠습니다.,6년 전
별표 4개,서울 최고의 파이! 공간이 많고 선택의 폭이 넓습니다.,2년 전
별표 5개,"연세대 학생들 사이에서 파이가 맛있기로 유명한
사람들이 꽤 붐비네요",6년 전
별표 5개,모든 것이 훌륭하고 맛있었습니다 😋 달링 작은 가게!…,2년 전
별표 5개,파이 정말 맛있어요!!,6년 전
별표 5개,이곳을 운영하는 놀라운 사람들과 놀라운 커피와 음식!,5년 전
별표 5개,나는 이곳이 집 같은 분위기를 좋아한다,5년 전
별표 3개,훌륭한 레몬 파이,3년 전
별표 4개,맛있고 놀라운 레시피!,4년 전
별표 4개,멋진,5년 전
별표 5개,리뷰 없음,2년 전
별표 5개,리뷰 없음,6년 전
별표 5개,리뷰 없음,2년 전
별표 4개,리뷰 없음,5년 전
별표 5개,리뷰 없음,2년 전
별표 5개,리뷰 없음,2년 전
별표 5개,리뷰 없음,2년 전
별표 4개,리뷰 없음,2년 전
별표 5개,리뷰 없음,1달 전
별표 5개,리뷰 없음,2달 전
별표 4개,리뷰 없음,6달 전
별표 4개,리뷰 없음,7달 전
별표 5개,리뷰 없음,8달 전
별표 5개,리뷰 없음,8달 전
별표 5개,리뷰 없음,8달 전
별표 5개,리뷰 없음,9달 전
별표 5개,리뷰 없음,9달 전
별표 4개,리뷰 없음,9달 전
별표 5개,리뷰 없음,9달 전
별표 5개,리뷰 없음,11달 전
별표 4개,리뷰 없음,11달 전
별표 5개,리뷰 없음,11달 전
별표 3개,리뷰 없음,1년 전
별표 5개,리뷰 없음,1년 전
별표 4개,리뷰 없음,1년 전
별표 5개,리뷰 없음,1년 전
별표 4개,리뷰 없음,1년 전
별표 5개,리뷰 없음,1년 전
별표 5개,리뷰 없음,1년 전
별표 5개,리뷰 없음,1년 전
별표 5개,리뷰 없음,1년 전
별표 4개,리뷰 없음,2년 전
별표 3개,리뷰 없음,2년 전
별표 4개,리뷰 없음,2년 전
별표 5개,리뷰 없음,2년 전
별표 4개,리뷰 없음,2년 전
별표 3개,리뷰 없음,2년 전
별표 4개,리뷰 없음,2년 전
별표 5개,리뷰 없음,2년 전
별표 5개,리뷰 없음,2년 전
별표 5개,리뷰 없음,2년 전
별표 5개,리뷰 없음,2년 전
별표 5개,리뷰 없음,2년 전
별표 5개,리뷰 없음,3년 전
별표 4개,리뷰 없음,3년 전
별표 4개,리뷰 없음,3년 전
별표 4개,리뷰 없음,3년 전
별표 5개,리뷰 없음,3년 전
별표 5개,리뷰 없음,3년 전
별표 5개,리뷰 없음,3년 전
별표 5개,리뷰 없음,3년 전
별표 5개,리뷰 없음,3년 전
별표 5개,리뷰 없음,3년 전
별표 5개,리뷰 없음,3년 전
별표 5개,리뷰 없음,3년 전
별표 5개,리뷰 없음,3년 전
별표 5개,리뷰 없음,3년 전
별표 5개,리뷰 없음,3년 전
별표 5개,리뷰 없음,3년 전
별표 5개,리뷰 없음,3년 전
별표 4개,리뷰 없음,3년 전
별표 4개,리뷰 없음,4년 전
별표 4개,리뷰 없음,4년 전
별표 5개,리뷰 없음,4년 전
별표 5개,리뷰 없음,4년 전
별표 4개,리뷰 없음,4년 전
별표 5개,리뷰 없음,4년 전
별표 5개,리뷰 없음,4년 전
별표 5개,리뷰 없음,4년 전
별표 4개,리뷰 없음,4년 전
별표 4개,리뷰 없음,4년 전
별표 1개,리뷰 없음,4년 전
별표 4개,리뷰 없음,4년 전
별표 5개,리뷰 없음,4년 전
별표 4개,리뷰 없음,4년 전
별표 5개,리뷰 없음,4년 전
별표 5개,리뷰 없음,4년 전
별표 5개,리뷰 없음,4년 전
별표 5개,리뷰 없음,4년 전
별표 5개,리뷰 없음,4년 전
별표 4개,리뷰 없음,4년 전
별표 3개,리뷰 없음,4년 전
별표 5개,리뷰 없음,4년 전
별표 4개,리뷰 없음,4년 전
별표 5개,리뷰 없음,4년 전
별표 5개,리뷰 없음,4년 전
별표 5개,리뷰 없음,4년 전
별표 5개,리뷰 없음,4년 전
별표 5개,리뷰 없음,4년 전
별표 3개,리뷰 없음,4년 전
별표 5개,리뷰 없음,5년 전
별표 3개,리뷰 없음,5년 전
별표 5개,리뷰 없음,5년 전
별표 4개,리뷰 없음,5년 전
별표 5개,리뷰 없음,5년 전
별표 4개,리뷰 없음,5년 전
별표 5개,리뷰 없음,5년 전
별표 5개,리뷰 없음,5년 전
별표 4개,리뷰 없음,5년 전
별표 5개,리뷰 없음,5년 전
별표 4개,리뷰 없음,5년 전
별표 3개,리뷰 없음,5년 전
별표 5개,리뷰 없음,5년 전
별표 5개,리뷰 없음,5년 전
별표 3개,리뷰 없음,5년 전
별표 5개,리뷰 없음,5년 전
별표 5개,리뷰 없음,5년 전
별표 5개,리뷰 없음,5년 전
별표 5개,리뷰 없음,5년 전
별표 3개,리뷰 없음,5년 전
별표 4개,리뷰 없음,5년 전
별표 4개,리뷰 없음,5년 전
별표 5개,리뷰 없음,5년 전
별표 5개,리뷰 없음,5년 전
별표 4개,리뷰 없음,5년 전
별표 3개,리뷰 없음,5년 전
별표 3개,리뷰 없음,5년 전
별표 5개,리뷰 없음,6년 전
별표 5개,리뷰 없음,6년 전
별표 5개,리뷰 없음,6년 전
별표 5개,리뷰 없음,6년 전
별표 4개,리뷰 없음,6년 전
별표 5개,리뷰 없음,6년 전
별표 5개,리뷰 없음,6년 전
별표 5개,리뷰 없음,7년 전
